original,abbreviation,count
evocative,ecoctve,1
tolerances,tlrncs,1
industrial,ind,6
manipulation,manipul,7
planters,plntrs,1
principals,prpls,8
destinies,dstns,1
memorizing,memrzg,1
microsoft,mcrsft,1
democratization,demzation,3
despises,desp's,1
domestic,dmtc,1
automotive,automot,1
confectioners,cnfctnrs,1
doomsday,doomsd,1
parliamentary,prlamntry,1
observant,obs'vnt,1
fingernail,fngrnl,1
breathless,batls,1
dictatorship,dictatshp,1
neurotransmitters,neutrans,1
migrating,migrat.,1
unquestioned,unquestion,1
swallowed,swallwd,1
unsteady,UNSTDY,1
presents,prsnts,1
promising,proms,1
phillips,phllps,1
convenient,Convnt,1
galleria,gllra,1
communicator,com,4
spherical,sercl,1
jurisprudence,jrsprdence,1
conforms,CF,1
refinancing,refinanc'g,1
charlayne,chrlyne,1
interred,interd,1
mccartney,mcartny,1
appraisals,apprsls,1
instructional,instr,1
enrollment,enrollm,5
trustworthy,trstwrty,2
zippered,zippred,1
policies,polics,1
concepts,cpts,1
honestly,htly,1
collaborate,COLLAB,1
threshold,thrh,1
individualistic,individual,1
distinguishing,distinguishng,1
professors,profess,5
refineries,refinrs,1
amplitude,amptd,1
discrepancies,dscrpacies,1
prancing,prancn,1
atlantic,atlntc,1
constancy,cnstncy,1
may/june,may/june,1
manufacture,manuf.,1
spectacles,spctcls,1
handouts,hndots,1
liberated,lbrtd,1
laterally,ltaly,1
frugality,frglty,1
cuddling,cddlng,1
starship,strshp,1
invention,INV,1
rearview,rearvw,1
transcripts,TRNSCPTS,1
preferable,Prfrbl,1
missouri,mi,1
multifaceted,multi,1
clowning,clownng,1
flattening,dtng,1
electrode,lctrd,1
peacekeepers,peackprs,1
traitors,trtrs,1
kindergarten,kndgtn,1
stupidest,stpdst,1
undersea,underc,1
populism,popul'sm,1
senators,Sens,1
conferencing,frencing,1
unopened,unopnd,1
honorees,honre,1
incidentally,incidtly,1
detachable,det'ble,1
miserable,Misrble,1
reportedly,reportly,1
parlayed,parlyed,1
intrigued,ntrg,1
melodies,songs,1
philandering,phlandrng,1
preventing,prvntng,1
dynasties,Dyn,1
lutherans,luthrns,1
centerpiece,cnterpce,1
attributable,atrbtble,1
decadence,dcdnc,1
workshops,wksps,1
colonialism,colany,1
cambodia,cmbd,1
crandall,crndl,1
temperaments,tpmts,1
initially,inin,1
welcomes,wel,1
inflationary,inflati,1
veracity,VRCT,1
corrected,Crctd,1
inflationary,inflate,1
unloading,unldng,1
manufacture,manuf,1
depicting,dpctg,1
sheltering,sheltrng,1
atmospheric,atmosph,2
effluent,efluent,1
primarily,prmi,1
weirdness,wrdns,1
cheerfully,chrflly,1
harangue,haran,1
torrents,Tornts,1
unconstrained,unconstraind,1
messenger,msgr,1
communique,commnqe,1
exhortations,xhotatn,1
dictionaries,dctnres,1
manufacturing,mnfctring,1
crocheted,crochd,1
hinckley,hnkly,1
greatest,grtest,1
sicilian,scilian,1
sediments,sdmnts,1
gardeners,grdnrs,1
improving,mprvng,1
sophistication,sophcn,1
stereotype,strtyp,1
simmering,smmerng,1
subdivisions,Sbdvsn,1
benchmark,benmk,1
trundled,trndld,1
imperceptible,Imprcptble,1
smokestack,smkstck,1
socialization,socztion,1
sidelong,SdLng,1
unleashed,unlshed,1
delivery,del,1
grotesque,grotesk,1
therapies,Trpes,1
preeminent,prmnent,1
devoting,dvotng,1
nontoxic,nontxic,1
stressed,strsd,1
titanium,TN,1
hereafter,hereaftr,1
capitalists,captlsts,1
bethlehem,Bthlhm,1
ordinances,ordinncs,1
watchdogs,watchK9's,1
manufacturing,mftg,4
interdependent,interdep,2
fulfilling,Fulfilng,1
excusing,xqsng,1
pestering,Pstring,1
seventeen,7teen,1
breadwinner,bredwiner,1
portugal,portgl,1
unusable,unusbl,1
supersonic,sprsonc,1
breakfast,brkfst,1
undertaking,untak,1
geopolitical,geopoly,1
shouldnt,shdnt,1
tablecloth,tblclth,1
fisheries,fis,1
demolishing,dmlishin,1
composing,cmpsg,1
bulldozed,bulldzd,1
corroborated,Crrd,1
loosened,loosnd,1
wallpaper,wpapr,1
environmentally,Envmntly,1
lunatics,lunatcs,1
masturbation,mastbat,1
lieutenants,ltnts,1
urbanites,urbnits,1
inflationary,infltny,1
hardships,hrdshps,1
crawford,crwfrd,1
specifying,spcfyng,1
windshield,w'shield,1
postmortem,postmtm,1
neuromuscular,neurmusc,1
indianapolis,Inpolis,1
investors,INVST,1
feedback,Fdbk,1
overcook,ovrcook,1
congresswoman,congresswoman,1
comprehension,compreh,7
jurisprudence,jrsprdn,4
undergraduate,undrgt,1
suggesting,sggsting,1
inflationary,inflat,2
featured,feat'd,1
tomorrow,tmrw,1
researcher,res'cher,1
quizzical,quzcl,1
undergraduate,undgrad,1
moveable,MVBLE,1
leningrad,lngrd,1
graduation,grdtn,1
tribalism,trblsm,1
mcnamara,mcnma,1
contraception,cntrcptn,1
disadvantaged,disadvntgd,1
assigned,ass'd,1
consummation,cons,1
viciously,vishsly,1
blackouts,blkots,1
scarring,Scarg,1
parliamentary,parltary,2
templeton,TMPL,1
indolent,indlnt,1
heartfelt,hrtfl,1
dressing,drsng,1
enrollment,enrllmnt,3
southwest,sw,1
overtime,OT,1
wellspring,Wlsprng,1
enrollments,enrolmts,7
credentialed,crdtld,1
beginner,Bgginer,1
graduation,gradn,1
colonization,colonization,1
reputations,reputns,1
pleasure,plsure,1
demonstrator,dmnsttr,1
tantalizingly,tntlzngly,1
centrist,cntrst,1
remedial,remd,1
ballparks,bllprks,1
repossessed,REPO,1
underutilized,undrtlzd,1
mercedes,MERC,1
compliant,cmplnt,1
assertiveness,asrtns,1
letterhead,lttrhd,1
appreciatively,apprctvly,1
indecent,Indicnt,1
eventuality,evntlty,1
lumbered,lmbrd,1
incompatible,incmptble,1
undertaking,undrtaking,3
accelerating,acceler,4
excellency,exclncy,1
disintegration,dsntgrt,3
thrashed,thrs,1
colonies,COLNS,1
riverfront,rvfrnt,1
transmissions,tsmsns,1
complicated,cmctd,1
satisfactorily,satify,1
colonization,colnzation,3
hurricanes,hrcns,1
convincing,cnvncg,1
experimented,xprmnted,1
firmament,FMMT,1
twenties,20's,1
investment,invstmn,5
kendrick,kndrck,1
blatantly,Bl'tly,1
succession,succsn,1
investment,invstmt,3
factoring,factrng,1
analogies,anlg,1
communicates,kamunikates,1
divisions,dvzns,1
modernist,mdnst,1
justifying,jstfyng,1
telescopes,tlscp,1
overture,vrtre,1
monitors,mits,1
inexperienced,nxpenced,1
unimpressed,nmprsd,1
importer,mprtr,1
cellulose,celulos,1
disjointed,DJD,1
powdered,pwdrd,1
legalistic,lgl,1
filmmaking,filmmking,1
assignments,assignm,4
profited,profitd,1
industrialized,idtzd,1
barbarian,barbrn,1
redirected,rdrtcd,1
handheld,hheld,1
carbohydrates,Carbs,1
putative,pttv,1
university,univst,2
indoctrinated,indctrnatd,1
communicator,comcator,1
subatomic,sbtmc,1
trustworthy,trstwrt,5
episcopalian,epscpalian,1
retailing,retallng,1
loopholes,lphols,1
olfactory,olfty,1
disintegration,disinte,10
outsized,too big,1
undergraduate,ugrad.,1
unenviable,Unnvibl,1
industrialized,indstrialized,1
harvests,hvests,1
transplantation,trsnplntn,1
newlyweds,newweds,1
stoplights,stplghts,1
commended,comended,1
reticence,retic'ce,1
fermentation,fermentn,1
accelerating,accelerating,2
comprehension,cphs,2
conferring,confab,1
vehemently,vmently,1
huckleberry,hcklbrry,1
emphatic,emph'c,1
throwing,thrwg,1
dexterity,Dxtrty,1
jurisprudence,jurprud,1
principals,prncpls,9
discreet,dscrt,1
garnered,garnrd,1
freshman,frshmn,1
shuffling,shflng,1
unconscionable,unconsnbl,1
insuring,insrng,1
offstage,offstg,1
manipulating,manip,1
subtlety,sbty,1
inaccuracies,nacurcy,1
standard,std,1
theological,thelgcl,7
twinkling,Twnklng,1
sandalwood,sandwood,1
opposition,oppstn,2
assignments,asigmnts,1
nibbling,niblin,1
irreverence,irreverence,1
bicycles,byckol,1
simulators,smltrs,1
populate,Popul8,1
decadent,decdent,1
inspectors,inspctrs,1
competent,cmpetnt,1
microorganisms,microor,3
wrestling,wrstlng,1
prohibition,prohbtn,1
disintegration,dsntgrtn,1
ambiguous,ambig,1
esperanza,Espranzr,1
triumphs,triumfs,1
diminish,dmnsh,1
rendered,Rndrd,1
untested,Untsted,1
criticizing,crtczing,1
countryside,cntrysd,1
windmills,wndmills,1
emporium,emprm,1
requesting,rqstg,1
painters,Pnters,1
glowered,glowd,1
assistants,assts,1
unplanned,unplnd,1
congresswoman,congres,4
carlsbad,CLSD,1
carcinoma,crcm,1
coaching,cochng,1
mixtures,mxtrs,1
parliamentary,parl,1
adventurers,advers,2
obstetricians,obtns,1
experiments,exp,2
protrude,protrud,1
reverberates,RVRB,1
counterparts,countp,1
extracurricular,extcur,1
tranquillity,trnqlty,1
woodstock,WDSTK,1
overstate,ovrst8,1
pacifier,pacifier,1
explorations,expls,1
reserving,resrvng,1
magnolias,mgnols,1
lifelong,liflng,1
comprehensive,compreh,3
industrial,indstl,1
undertaken,undert'n,1
inconsequential,incnql,1
emphasize,emphas'ze,1
ticklish,ticlish,1
opposite,opisit,1
extraterrestrial,extrater,1
demarcated,marcated,1
responders,rspnders,1
harvesting,Hrvstng,1
turnbull,turnbul,1
consciences,Cnsnces,1
geopolitical,geopol,6
recycles,rcycl,1
modernize,mdrnz,1
initiative,nitiatv,1
typewriters,TYPEWRTS,1
manufacturing,mnfctrn,6
undertaking,undtak,1
horseshoes,hrsshs,1
settling,Stg,1
mimicked,mimked,1
industrialized,ind'ized,1
postponing,pstpning,1
humanistic,uministik,1
manifold,MNIF,1
unprotected,unprtctd,1
nonverbal,nnval,1
californians,calis,1
manufacturing,mfg,2
heroically,hrclly,1
pensacola,pnscla,1
hijacking,HIJKNG,1
maligned,mal,1
stretches,strechs,1
intimacy,intmcy,1
suffering,sffrng,1
identically,dntclly,1
socialite,social,1
imperial,imprl,1
efficiently,eff,1
services,srvcs,1
sensitive,snsitiv,1
ballooning,balloonng,1
knuckles,kcls,1
indicate,point,1
combustion,cbn,1
paraplegic,paraplegic,1
mechanic,Mec,1
predicted,pdtd,1
monogamous,monogms,1
gobbling,gobling,1
venturing,vntrng,1
mystique,mystque,1
engravings,ngrvgs,1
communicative,comunikaytiv,1
playmates,plymt,1
pickings,pckngs,1
youngstown,yungstwn,1
communally,comunly,1
nightgown,Ngthgn,1
workmanship,wrkmnshp,1
instrumentation,instrumentation,2
uncommitted,uncom,1
rearranged,rearrngd,1
righting,rtng,1
videotapes,v.tapes,1
storeroom,strm,1
screening,Scrng,1
unifying,Unifyng,1
recurring,recurn,1
congregants,CNGR,1
bridesmaids,bridmd,1
bluebird,blbd,1
ingratiating,ingrate,1
cabinetry,cabintry,1
constitution,consttn,1
mechanically,mech.,2
vastness,vstness,1
circumstance,crcstance,2
academically,acadally,1
magnesium,magknesum,1
zimmerman,zimman,1
quilting,qltg,1
deleting,dlting,1
multifaceted,multifa,6
possession,POSS,1
nonbelievers,nonblvrs,1
usefulness,Usflns,1
sneaking,snking,1
interiors,intery,1
socialization,socialztn,3
observatory,obstory,6
essentials,esstls,1
dramatize,drmatz,1
locations,locatns,1
filigree,filgre,1
financing,fnc,1
romanticism,romtiz,1
epistemological,epistmlgcl,1
transmissions,transmisses,3
frustrations,frusts,1
pervades,p'vades,1
blinding,blindng,1
gentlemanly,gntmnly,1
intercede,intercd,1
dissemination,disemntn,1
partnership,partnshp,1
operandi,oprndi,1
spokespeople,Spokspple,1
televised,tvzd,1
partisan,biased,1
mechanically,mechy,3
residency,home,1
disclaimer,disclr,1
brownsville,brwnvl,1
nationality,Ntnality,1
realistic,rlistc,1
enrollment,enrlmt,2
elaborated,elabrtd,1
discipleship,discipshp,1
combustion,cmbstn,3
workbench,wbnch,1
freeport,FPT,1
prodigal,prdgl,1
capabilities,cpblts,1
apotheosis,apoth.,1
diaspora,dspr,1
enrollment,enrol,1
rosenthal,rsnthl,1
industrialized,industry,1
monarchs,monch,1
bemoaning,bmonng,1
positioning,Pstng,1
meteorological,met,3
predictor,prdctr,1
industrialized,industri,4
internationally,intnatnal,1
allocated,alltd,1
compressed,cmprsd,1
capitalized,Capzed,1
illustrate,Illustr8,1
interlaced,interl'd,1
tasteless,tastlss,1
collaborative,collab,1
invoices,invies,1
interrogators,intrgtrs,1
declined,dclnd,1
impassively,mpssivly,1
assignments,asmts,2
postures,pstrs,1
preconceptions,prcptns,1
hospitable,Hptb,1
specialists,spcists,1
fairness,fairnss,1
congresswoman,cngrssw,8
adventurers,advnturers,2
railways,rlwys,1
conservator,servator,1
scrutinize,scrtniz,1
lawmaking,lmak,1
conscripts,cnscrpts,1
subsidizing,subsdzg,1
flirting,flrting,1
bacterium,bact'm,1
prohibitively,prohib,1
cirrhosis,crosis,1
napoleonic,nplc,1
astounded,astoundd,1
parliamentary,palmnts,1
knoxville,knxvll,1
geothermal,Gethmal,1
undergraduates,undrgraduats,4
summarily,sumly,1
claustrophobia,claustrphb,1
yellowstone,yelltn,1
suspension,sispnshin,1
manipulation,manpltn,2
cracking,crkng,1
definitive,defintv,1
intermission,ntrmssn,1
portfolio,prtflio,1
brussels,busls,1
pedestrians,ped,1
streetcars,Stcrs,1
singular,snglr,1
academically,acadmly,1
shredding,SHRDNG,1
knickers,knickrs,1
publishing,pblshng,1
mustered,mustrd,1
springer,SPGR,1
progression,prgressn,1
douglass,dglas,1
dignitaries,dgntr,1
handkerchief,hank,1
succumbing,SUCMB,1
staircases,strcses,1
stretched,strched,1
understatement,undrstatmnt,1
pleasures,Plrs,1
polypropylene,plyplen,1
generalization,genrlisatin,1
impulses,implses,1
serviceman,srvicemn,1
democratization,democrtztn,1
undermined,und,1
pleading,plding,1
approved,aprrvd,1
wordless,w'less,1
yorkshire,Yokshre,1
assuring,asurng,1
tutorials,Tutrials,1
ventilator,vntlatr,1
velocities,vels,1
undesirable,undsrble,1
assignments,assments,1
cataracts,pscc,1
crucifixion,crucifxn,1
sidestepped,sdstp'd,1
selectively,selectvly,1
freshness,freshn,1
atmospheric,atmos,2
nutritionists,ntrnst,1
continental,cntinntl,1
separatist,sep'tist,1
endocrinologist,endrocrinolgy,1
indecipherable,indcphbl,1
bargained,Bargned,1
language,Lngge,1
windshield,winshld,1
wiggling,wiggling,1
skepticism,skptcm,1
underrated,undrated,1
combustion,combstn,5
existence,xistnc,1
marlboro,mrlbro,1
regulating,reg,1
perpetrators,perp,1
atrophied,atrofied,1
instrumentation,instr,2
derisive,dersv,1
dictatorship,dcttrsh,8
manufacturing,mf,1
gubernatorial,gubrntial,1
theorize,theerise,1
doctorates,doctr8s,1
individualistic,individ,6
unequaled,ueqld,1
undisturbed,undstrbd,1
punching,pnching,1
overexposed,overex'd,1
sportswriter,sportriter,1
rollback,Rllbk,1
instructional,instrct,1
communications,commctns,1
prosecutions,prscutns,1
liquidated,lquidated,1
attribute,attbte,1
preferred,Prefd,1
repositioning,rpstionin,1
climbing,clmbing,1
managing,mng,1
incinerated,incinratd,1
unleaded,unl,1
interfere,intrfr,1
quintessentially,qntssntlly,1
marjorie,majory,1
birdsong,brdsng,1
improvisation,improv,1
cultivars,culti,1
reassess,REASS,1
bloodbath,bludbth,1
subcontractor,subcntrctr,1
midfield,mdfld,1
classify,clsfy,1
hindquarters,hidqrts,1
constellations,constlations,3
eisenhower,eisenhwr,1
electrical,elecl,5
distilled,distld,1
apologies,plgys,1
mastered,mastered,1
volunteers,vlts,1
subgroup,subgp,1
incorrigible,incrrgble,1
profanity,pfnty,1
atmospheric,atm.,1
generality,gnrlty,1
sleepwalking,slpwlkng,1
anointed,anointd,1
fondness,fndns,1
dramatically,drmtclly,1
saxophone,sax,1
explicate,xplic,1
meticulous,Mticlus,1
manipulation,mnpltn.,1
powerpoint,powerpt,1
populations,popltns,1
strikeout,strike,1
totality,totlty,1
forcefully,forcly,1
explorations,xplortns,3
diversion,divrson,1
disappearing,dsaprng,1
comprehensive,comp,14
positing,posit,1
referred,rfrd,1
housekeeper,housekeeper,1
bothering,bodring,1
clumsiness,Clmsins,1
watchman,wtchmn,1
attempts,attmpts,1
socialization,socializ,1
gimmicks,Gmmks,1
warheads,wrhds,1
restroom,wstrom,1
cluttered,Clutrd,1
transmissions,transmsns,1
watermelons,wtml,1
preschool,prschl,1
refreshing,rfrshng,1
bursting,bst,1
internationally,intrntn,6
academically,acdmlly,1
football,f'ball,1
vehemence,vhemnc,1
drunkard,drunkd,1
multifaceted,mltfctd,9
heirlooms,hirloms,1
deductible,dtuable,1
indictments,Indcmts,1
spearhead,sphd,1
skeptical,skptl,1
reproducing,reproducng,1
conjures,conjrs,1
chauncey,choh,1
optimized,optmzd,1
falsifying,falsifyn,1
regularly,Regulrly,1
university,univ,4
geopolitical,gepltcl,2
reflexes,refxs,1
archeology,Arcolgy,1
shortens,shrtn,1
july/august,jul/aug,1
apartheid,APRTHED,1
encouraged,encgd,1
masterpieces,Mstrpies,1
inconceivable,ncnceivble,1
remittances,remittans,1
permeated,meated,1
disregarded,Dsregrdd,1
invitations,invtatns,1
rightness,rightns,1
brazenly,brazly,1
temporally,vary,1
hundreds,hndrds,1
expanding,xpandng,1
earnings,earn,1
engendered,engendrd,1
strident,stridnt,1
integrative,intgrtve,1
pollination,pollnatn,1
quarreled,qrrld,1
forgiving,frgvng,1
strapping,strppng,1
uninvolved,uninvlvd,1
microorganisms,micrognsms,1
crumpling,crumps,1
cringing,crng,1
floundering,flud,1
frenzied,frnzd,1
impeccably,impecbly,1
wariness,warinss,1
disinclined,Dsnclnd,1
classrooms,csrms,1
subsidizes,Sbsds,1
observatory,obsrvtr,7
winemaker,wnmkr,1
prayerful,pryrfl,1
dramatized,drmatzd,1
calculus,calc,1
incursion,ncrsn,1
distinctly,dstctly,1
heavenly,hvnly,1
disillusioned,Dlusnd,1
ballooned,baloond,1
floridians,flrdians,1
harnesses,hrnss,1
stabilization,stblizatn,1
consensus,consen.,1
pummeling,pmling,1
convection,cnvction,1
discontinued,dscntd,1
alternative,ALTV,1
acceleration,acclrtn,1
decentralized,dcentzd,1
socialization,soclztn,2
motorcycle,mtrc,1
breakthrough,brkthr,1
meanings,Mnings,1
extracurricular,extracrcula,1
colombia,clmbia,1
meteorological,meteorolog,1
manifests,mnifsts,1
futilely,futile,1
interrelated,intrrlted,1
locomotive,loco,14
normalized,nrmlzd,1
coworkers,coworks,1
reactors,Rctors,1
karadzic,krdzc,1
festival,fest,1
encourages,encrgs,1
clotting,cltng,1
walkways,wlkwys,1
circumstance,circmstnc,1
deformity,dformty,1
festooned,festooned,1
fantasia,FT,1
scholarship,schlrshp,1
pamphlet,pmplt,1
opposition,ppstn,1
collegial,kilegel,1
satellites,satllts,4
numbness,numnes,1
centrally,cntrly,1
scientific,scifc,1
persecution,pers'n,1
ingredients,indts,1
respondent,rspndnt,1
individuals,indvduals,1
considering,cnsiderng,1
comptroller,Cmptrolr,1
precarious,prcrs,1
enchantment,chantment,1
fredricka,frdrcka,1
processed,pross,1
internationally,interntly,1
election,elect,1
investments,INVSTS,1
reticent,rtct,1
genetics,genetcs,1
dominance,dmnce,1
dartmouth,drtmth,1
landlocked,enclosed,1
palpable,plpble,1
investigate,INVGTE,1
freighters,frtrs,1
rediscovered,Redsvrd,1
radicalism,rdicalsm,1
enrollment,'rolment,3
repelling,rpllng,1
fleeting,fletng,1
bodybuilder,BB,1
inducted,indctd,1
rewriting,rewrtng,1
communicator,cmmnctr,5
satellites,sat,2
priesthood,prsth'd,1
overhead,ovhe,1
reconcile,rcncl,1
isolationism,islatnism,1
automotive,autom,1
olympics,olympcs,1
scooping,scpng,1
blizzards,blzrds,1
emaciated,emactd,1
rejecting,rject,1
mayflower,maflwr,1
favorites,fvrites,1
explorations,explora,7
sparking,sprkg,1
photovoltaic,phovo,1
percentages,perctgs,1
trampoline,tramplne,1
spectrum,spctrm,1
congresswoman,congrsswomn,4
discredited,dscrdtd,1
communicator,cmmtr,1
intransigent,intrnsig,1
microorganisms,microorg,1
semester,smstr,1
overseer,overseer,1
condensing,condensing,1
wingspan,wngspn,1
graduation,gradutn,5
persuasively,prsuasvly,1
schooner,sch'r,1
streetwise,strtws,1
wolfowitz,wflwz,1
citigroup,ctygrp,1
headlights,hdlghts,1
diversity,divrsty,1
monochrome,mnchrm,1
constitution,constitution,2
democratization,democ,5
communicator,communi,3
glittery,glttry,1
lufthansa,lufth,1
embroidery,mbroidry,1
womanizer,womnzr,1
catalysts,catlysts,1
therapist,thrpst,1
severing,severn,1
befallen,BFLN,1
keystone,kystn,1
misconduct,mscondct,1
appetites,apptts,1
vagueness,vaguenss,1
announced,announcd,1
referent,refrnt,1
seasonings,seasngs,1
furthers,thers,1
combustion,combustion,1
escaping,scpng,1
benefitted,benftd,1
horsepower,hp,17
sunblock,sblck,1
telescopes,tscopes,4
colonization,clnzn,2
constellations,constelatns,1
distinguishable,dsgbl,1
carpenter,crpntr,1
amplification,apfcon,1
expectancy,xpctancy,1
directors,dctrs,1
caressed,cares,1
frontline,frntlne,1
caregivers,caregrs,1
circling,Cirlng,1
fascinated,fascinated,1
pragmatism,prgmtsm,1
ophthalmology,Opth,1
exteriors,Xtrirs,1
occupations,occuptns,1
canoeing,caneng,1
preprogrammed,preprgmd,1
nonchalantly,NONCHLTLY,1
brokerage,brkrge,1
vertebrae,vertbrae,1
geithner,GTHN,1
atmospheric,atmpheric,3
prerecorded,prerec,1
wheelbarrow,barrow,1
humanize,humnze,1
satellites,sats,1
anathema,anathema,1
undermining,undrmning,1
interstellar,intrstlr,2
farcical,frcl,1
farmhouses,frmhses,1
polishes,Plishs,1
satellites,sate,2
congresswoman,cgrswm,1
reconstructions,reconstrcions,1
dealerships,dlrships,4
staggers,stagrs,1
kirkpatrick,kirpatrik,1
painstaking,painstkng,1
colonization,colnztn,1
innocuous,inocus,1
berliner,berlinr,1
manufacturing,build,5
misinformed,msnfrmd,1
erecting,erctng,1
specification,specs,1
midlevel,mdlvl,1
satellites,stlts,8
reciprocity,recprocty,1
pluralist,Plrlst,1
portland,port,1
fulfillment,fulfillmnt,1
astonishment,atsmt,1
schoolchildren,schlchld,2
presenting,prsentng,1
exporters,exprtrs,1
mainstays,m'nstays,1
prospecting,prsp,1
schwartz,shwtz,1
mechanical,mech,12
unfriendly,unfrndly,1
besotted,bsotd,1
roadblock,rdblck,1
pardoned,pard,1
temporality,tmprlty,1
adventurers,venturer,1
orchestral,orchstral,1
disintegration,disint,8
acceleration,acclrtion,1
enforces,enfs,1
enlistment,enlist,1
torpedoes,torp,1
constricted,cnstrictd,1
earnestness,earnestn's,1
prestige,PRES,1
nothingness,nthns,1
monofilament,monoflmnt,1
coordinating,codtg,1
henderson,hndrsn,1
hypothesize,hyptsz,1
numerically,NUMLLY,1
compartment,comp.,1
constellations,cnstlns,1
federated,fdrtd,1
pedestrians,pdstrns,5
hardaway,hrdwy,1
transmissions,transons,1
counseled,Counsld,1
rigidity,rgdty,1
observatory,obsrvatry,1
jonbenet,jonbnay,1
compartment,compartm,2
disintegration,disinteg,2
transfusions,trfsns,1
immemorial,imm'l,1
cheerfulness,chf,1
transport,t'sport,1
variability,variability,1
bedraggled,bedragged,1
premised,prmsd,1
machiavelli,machaveli,1
trudging,trdgng,1
forwards,Fwds,1
testified,testfd,1
avalanche,avlnch,1
apertures,aprtrs,1
petunias,ptnias,1
revisionism,rvsnsm,1
attributing,atribut,1
shenanigans,shnanigns,1
compartment,compt,4
matriarch,mtrh,1
devoutly,dvtly,1
customization,cstmiztn,1
croaking,crokng,1
educationally,edctnll,5
recurrent,recur't,1
daydreaming,daydream,1
combustion,cmb,1
comprehension,compre,1
secretive,secrtv,1
satisfactions,Stisfctn,1
compartment,comp,4
sarcastically,sarcasticly,1
multifaceted,multifcted,2
blustery,blus,1
vineyard,vnyrd,1
photojournalist,fotojouno,1
undergraduate,undergrad,8
hobbling,hblg,1
holbrooke,holbrook,1
aphrodisiac,aphrdsc,1
released,rel.,1
newborns,Nwbrns,1
subtraction,subtn,1
outlying,outlyg,1
mandated,mndted,1
contribution,contribn,1
forceful,forcful,1
anatomic,antmic,1
superiority,sprty,1
commercials,cmmrcls,1
biography,bio,1
laboratory,labrtory,1
primates,primts,1
surgeries,SGR,1
individualistic,indivd,1
combined,cmbnd,1
appleton,aptln,1
barrymore,barmo,1
birthday,brthdy,1
birthmark,brthmrk,1
plaguing,plgng,1
marshall,Mrshl,1
improprieties,improp,1
electrical,elctrcl,1
sarajevo,Srjvo,1
salacious,salcous,1
complexes,cmplxs,1
underperforming,poor results,1
assertive,asrtv,1
signpost,SNPOST,1
deflected,dflctd,1
garnering,GANERNG,1
windward,wndwd,1
constellations,constels,1
stewards,stwrds,1
installs,instlls,1
compartment,cmprtmn,3
wrongfully,wrong,1
unbeaten,nbten,1
crevices,crvises,1
extracurricular,extrcuricla,1
chuckles,Cks,1
mistreated,mistreatd,1
essayist,easyst,1
reinhardt,rinhrdt,1
sarandon,sarandon,1
pediatrics,pdtc,1
reptilian,rptlin,1
subcontractors,subbies,1
gunnison,gunson,1
ineffable,beynd description,1
averting,avrting,1
overlays,ovrlys,1
attitudes,tudes,1
somerset,somaset,1
settlers,stls,1
bridgeport,brdgport,1
dictatorship,dship,2
refuting,refutin,1
postdoctoral,pstdoct,1
lieberman,libman,1
culinary,cul,1
francois,francs,1
combustion,cmbustn,1
academically,acad,8
forerunner,4rnnr,1
unflattering,unflttrng,1
corporeal,crpreal,1
lodgings,ldgngs,1
scavengers,scvngers,1
mitochondrial,mitochndrl,1
forensics,fornscs,1
straddles,stradls,1
unforgiving,unfgvg,1
nuisance,nusnce,1
preening,Prengn,1
stitching,sewing,1
mcedwards,mcdwards,1
ambulances,ambulances,1
barrington,brrgt,1
famished,famshd,1
fugitives,fgtives,1
quizzically,qzclly,1
communicator,comm,4
newlywed,nwlywed,1
molecular,mlcr,1
accelerating,accelerate,1
succeeding,scdng,1
unheeded,Unhded,1
impersonal,Impnal,1
programmers,prgrmrs,1
shortage,shtag,1
intimations,Intmatns,1
contradictory,contrdictry,1
investigative,invstgtv,1
parliamentary,p'mentary,1
donating,dontg,1
forebears,fb,1
expeditions,expedit,9
collisions,collisns,1
undertaking,underta,3
industrializing,ndusrializn,1
existing,xstng,1
ordination,ordanaton,1
stratosphere,strtsph,1
industrialized,industrial,3
manipulation,mnipltn,1
misshapen,mishapn,1
decentralized,decentlzd,2
witnessing,WTNing,1
clicking,click,1
placement,placmnt,1
ceaseless,cesls,1
opposition,opp,9
corporations,corpts,1
electrodes,elect'des,1
acceleration,acceler,2
motorcycles,mtrcyls,1
developer,Devlpr,1
onslaught,onslght,1
guidebooks,g-books,1
tampering,tmprng,1
occupancy,occup,1
multiyear,mltiyr,1
dissolve,dsslv,1
switzerland,swiss,1
transportation,transp,8
archaeological,archlgcl,1
salesman,slsmn,1
collisions,collsns,7
hemoglobin,hemoglob,1
francine,francn,1
sneering,snrg,1
whittled,whttld,1
candidly,Candly,1
sideways,turn,1
leisurely,lsurely,1
confronted,confrntd,1
claimants,claimnts,1
toothpick,Tthpck,1
hazelnuts,hzlnuts,1
disenchanted,dsnchntd,1
conservatory,consv.,1
foresees,4sees,1
excerpted,xcrptd,1
bucharest,bhcrst,1
fluorescent,floescent,1
qualifiers,qf,1
rational,RANL,1
propensity,propnsty,1
fireworks,firworks,1
tethered,tthrd,1
multiplicity,mltiplcty,1
viewpoint,vwpt,1
dismayed,dsmyd,1
appendages,APP,1
expatriate,expatr8,1
schoolchildren,schooch,3
daimlerchrysler,dmlrchryslr,1
transmissions,trnmssons,1
enrollments,enrolmnts,2
womanizing,wmzg,1
extracurricular,extracu,5
smattering,smattrg,1
telescopes,tlscpes,4
variables,vari,1
