original,abbreviation,count
organisms,orgnsms,1
shutdown,shtdw,1
automotive,autotive,2
wanderer,wand'r'r,1
apprenticed,Apprnticd,1
confidante,cnfdnte,1
shortchanged,shrtchngd,1
instrumentation,instrmntation,5
paramedic,prmdc,1
civilians,cvlns,1
valparaiso,vlprs,1
instructional,instructional,1
bertrand,Btrnd,1
constellations,cnstlls,1
policeman,plcemn,1
industrialized,indstrlized,6
locomotive,locomtv,3
explorations,explrtn,3
circumstance,circstc,1
penetrating,pntrg,1
mckinsey,mcknsy,1
relations,rellies,1
irrefutable,irrftbl,1
instructional,instrnl,1
observatory,obsty,1
preoccupied,preocc'd,1
enrollment,enrollmnt,4
signaled,Sgnld,1
industrialized,indust,4
socialization,socialzation,1
churches,chchs,1
manipulation,manipltn,1
interstellar,intrstllr,1
whitecaps,Whtcps,1
departments,dprtmn,1
horsepower,hspwr,3
painfully,painf'y,1
democratization,dmcrtzt,6
fabulously,fbsly,1
defamation,dfmtn,1
internationally,interna,7
descending,Dscendng,1
germanic,germnc,1
interdependent,interde,2
sausages,saug,1
opinions,opns,1
constellations,constel,4
unsympathetic,Unsymtetic,1
entitlement,entime,1
manufacture,manfctr,2
releases,rleases,1
dictatorship,dicttrship,2
accelerating,acclrtng,2
melodramatic,mldrmc,1
relativism,relatvism,1
socialization,soclization,1
windshield,windshield,1
painterly,paintrly,1
trustworthy,trwthy,2
dictatorship,dict'ship,1
undergraduate,ndrgrad,3
statements,stmts,1
tiresome,tirsm,1
instrumentation,instrument,4
signature,sig.,1
observatory,observtry,2
bathrooms,bthrms,1
teenager,TA,1
playwright,pwrg,1
protective,prtv,1
intrigue,intrg,1
laboratory,lab,12
pasadena,Psdna,1
vocational,vocatio,4
disposal,dsposal,1
interdependent,intrdpndnt,4
synapses,snpss,1
refractor,refract'r,1
atmospheric,atmsp,1
soulless,soules,1
extracurricular,xcurriclr,1
telescopes,telscps,3
transportation,transpo,9
mechanically,mechncly,1
comprehension,comp,15
parliamentary,parlmt,2
disguises,dsgs,1
enrollments,enrllmnts,4
houghton,htn,1
extracurricular,xtrcriclr,1
collisions,col,1
jonesboro,jnsbr,1
virginia,virg.,1
magnificently,mgnfcently,1
edmonton,edmntn,1
networking,ntwrkng,1
mechanical,mec,1
telescopes,telescopes,1
compartment,comptmnt,1
givenchy,gvnchy,1
principals,princip,4
educationally,educ'ally,1
researches,rschs,1
childhoods,chdhds,1
exploration,xplortn,3
exploration,xplrtn,2
groundwater,grdwtr,1
multifaceted,mulceted,1
microorganisms,mcrorgnsms,1
totenberg,totbr,1
undertaking,undrtking,2
confiscation,confscation,1
orchestras,orchstr,1
cooperatively,cooptvly,1
extracurricular,xtracurclr,1
translates,trnslt,1
components,compnent,1
opposition,opposit,2
politico,polit,1
programmable,prgrmmbl,1
artificial,artfcl,1
atmospheric,atmsphr,7
loadings,ldngs,1
manufacturing,manufac'ing,1
commemorating,commem,1
detectives,dtctvs,1
telescopes,telscopes,4
geologists,geo,1
constitution,cnstution,1
experiments,exprmnt,2
dissented,disent,1
acceleration,acc'n,1
moustache,mustch,1
decentralized,decentra,1
unaccustomed,unacc,1
mechanically,mchniclly,1
manufacture,manfc,1
knockoff,nkoff,1
italians,itals,1
intended,in10ded,1
refreshment,fresh,1
vocational,voc,5
fountains,fntns,1
pedestrians,pdstrians,4
instrumentation,instru.,1
worthless,wrthls,1
principals,prins,2
mechanical,mechanica,1
augmenting,augumntng,1
spoonfuls,spnfls,1
explorations,xplrations,2
conversation,cnvsatn,1
instrumentation,instrum,2
whiteness,Whtnes,1
coefficients,COEFF,1
investment,invstmnt,5
theatrics,thtrcs,1
measurements,msrmnts,8
crinkled,ciked,1
democratization,democracy,1
socialization,socializtn,1
enrollments,enrlts,1
perished,perishd,1
amicably,mcbly,1
experiments,xperimnts,2
internationally,intl,3
observatory,obsrvtry,5
spontaneity,Spntanity,1
cabbages,cbgs,1
chugging,chgg,1
liberally,Libra,1
positively,pstvly,1
automotive,auto,12
industrial,indstrl,4
university,uni,6
hardware,Hdwr,1
goldfish,gldfsh,1
delivers,dlvrs,1
transmissions,tmissions,1
university,unv,1
extracurricular,extracurr',1
endpoint,endpt,1
constellations,const,1
foundered,Fdered,1
explorations,expl,2
mastercard,mstrcard,1
solicitor,slctr,1
instructional,nstrucnal,7
enrollments,enrlmts,1
processors,process,1
gathering,gthrng,1
educations,eds,1
citizenry,ctzny,1
vocational,voca,19
archived,archi,1
destabilized,dess,1
correlation,corlat,1
benediction,bent,1
anarchists,anrchsts,1
whooping,whop,1
dishonorable,dsnrble,1
rearranging,rearrangng,1
particles,prtcl,1
bookstores,bookstrs,1
schoolchildren,schlchl,5
gangrene,gangrne,1
numerous,numrs,1
graduation,grad,3
accelerating,acclrng.,1
reserves,reservs,1
subsidiaries,subsid,1
foundation,fdt,1
arrogantly,arrogntly,1
mechanically,mechally,3
transports,trnps,1
horsepower,hrsepwr,1
phenomenon,fenomnon,1
villages,village,1
centralization,Cntrliztn,1
mechanically,mechanica,1
jurisprudence,jurisdence,2
astounding,astnding,1
elevation,elvtion,1
graciousness,gracas,1
euphemistically,ephcy,1
mouthing,mthng,1
multifaceted,mfaceted,5
fingerprints,fp,1
exploration,expl.,3
outgrown,outgrwn,1
drizzled,drzzld,1
schaffer,Shfer,1
mouthpiece,moutpie,1
dominique,dmq,1
dealerships,dealrshps,3
kindergarten,kg,2
democratization,democra,8
deletion,dltn,1
accelerating,accel.,1
legislator,leg,1
horsepower,horspwr,1
bestsellers,Bstsler,1
martyred,matred,1
downward,downw,1
exploration,explr,3
trustworthy,trustworthy,1
kuwaitis,kwts,1
magnetism,mgntsm,1
searched,srchd,1
ejection,ejctn,1
criminals,crime,1
resiliency,rsilncy,1
cavernous,cvns,1
glimpsing,gl'ing,1
substrate,sbstr,1
postulates,pstls,1
extortion,extor,1
opposition,oppstion,2
unrequited,unriqted,1
neediest,ndst,1
overcast,ovcast,1
extracurricular,extrcrr,7
colonization,clnztns,5
multiplied,multp,1
laboratory,laborat,2
waitressing,waitrsng,1
cristina,crstn,1
geopolitical,geopoli,11
accelerating,accelrtg,1
eventual,evtl,1
industries,ind.,1
fecundity,fecundty,1
sedatives,sedtvs,1
licensure,licensre,1
assignments,assig,1
penalize,penli,1
pinkerton,pinkrtn,1
riverdale,rvrdl,1
atmospheric,atmsphrc,6
hitching,htchng,1
individualistic,indvdls,1
geopolitical,geopol.,1
colonization,colonztn,4
wealthiest,wthst,1
extraterrestrial,extrate,1
tortures,toru,1
workaday,wkdy,1
outfitted,otftd,1
journals,jrnls,1
strategies,Stragy,1
multifaceted,mulced,1
undergraduates,undergrads,6
undergraduates,undergr,4
parliamentary,parl.,1
positions,pstions,1
handpicked,hndpckd,1
converse,cnvrse,1
readying,rdying,1
occupied,occ,1
flitting,ftng,1
backwaters,Bckwtr,1
avocation,Avocatn,1
thermodynamics,thdycs,1
instrumentation,instru,1
lighthearted,lithart,1
valuation,valu,1
nightmarish,ntmrsh,1
collisions,collisi,2
industrial,indust,3
dialysis,dlys,1
industrialized,indstrl,5
expeditions,expeds,1
undertaking,undertaking,1
appreciated,app.,1
university,univty,2
feinberg,fnbrg,1
coursing,corsng,1
microorganisms,micorgan,1
evaporate,evaprate,1
mechanically,mech,9
negligible,nglbl,1
threaded,thrdd,1
decentralized,dectlzd,1
performance,pfmnc,1
geopolitical,gplticl,1
preventative,pr'v'tive,1
inflationary,infl,4
meteorological,meteorlgcl,1
dullness,dulns,1
theological,theolgcl,2
pinching,p'ching,1
undergraduate,ungrd,1
meteorological,weather,1
manipulation,manpultion,3
enrollment,enrllmn,4
factories,fctrs,1
shorthand,shthnd,1
investment,invsmnt,1
formation,frmtn,1
windshield,wdshld,3
inversion,invrsn,1
assignments,assgnmnts,6
colonization,coloniz,3
explorations,explorat,5
quickest,quik,1
parliamentary,parliam,4
prescribes,prscrbs,1
scrapbook,scrpbk,1
gingerly,giny,1
jeopardized,jeopard'zd,1
monogamy,mnogmy,1
stocking,stckng,1
experiential,xperinaton,1
hawthorn,hwthn,1
bothersome,bthrsm,1
pedestrians,walk,3
undeniable,undb,1
tactfully,tact'y,1
firestorm,frstm,1
terminus,term.,1
denounce,dnnce,1
manufacture,mnfr,1
sandbags,sanbags,1
signifies,signfies,1
misunderstood,misuderstd,1
unstable,unstb,1
decentralized,decntrlzd,1
worldview,wodvi,1
stratosphere,strat,2
cushions,cushs,1
reimburse,reimb,1
permanente,Permntnt,1
windshield,wndshld,9
soybeans,sybns,1
pandering,pander,1
collisions,collsn,2
commences,cmnces,1
interstellar,intrstllar,2
transmissions,transmi,7
priceless,pricelss,1
epidemiology,epdmgy,1
permutations,perms.,1
succinct,ssnt,1
unnerved,unnervd,1
unsatisfactory,unsfry,1
dominating,dminatng,1
observatory,obsvty,1
giraffes,grffs,1
accelerating,accl,1
exemplifies,exelfs,1
requiring,rqrng,1
inertial,nrtl,1
undergraduates,ndrgrads,1
embroidered,embrdrd,1
manchester,mnchstr,1
solidified,solidfi,1
consuming,cnsmng,1
constitution,contution,2
counterattack,Countatak,1
severance,svrns,1
hesitation,hstn,1
undifferentiated,undiferd,1
plummeted,Plmted,1
unruffled,unrfld,1
overhanging,ovrhngng,1
gravitational,grvtnl,1
inflationary,inflationary,4
optional,optnl,1
educationally,edu,6
convinces,Convnc,1
dictatorship,dicship,1
motivation,motvtn,1
makeovers,mkovr,1
residence,res,1
emerging,emerge,1
mockingbird,mckgbrd,1
proofread,prfrd,1
highlights,highlghts,1
diplomatic,dplmtc,1
inflationary,inflatnary,2
subcommittees,subcom,1
experiments,expmts,2
implication,impl'n,1
fragrance,frgrnc,1
industrialized,industrializ,2
decentralized,decenlized,3
decentralized,decntrlized,1
democratization,dem,1
microorganisms,microorganisms,2
pristine,prstne,1
manifest,mnft,1
