original,abbreviation,count
resection,resectn,1
extravagantly,extrgntly,1
dealerships,dlrships,4
peephole,p-hole,1
spoonfuls,spnful,1
importation,imttn,1
selfishness,slfishnis,1
permeated,prmeatd,1
expelled,pelled,1
flopping,flopp'g,1
heroically,herocly,1
assimilate,assmilte,1
brantley,BRNTL,1
satellites,stlts,8
landfill,the landfill does not change,1
subdivisions,subdvns,1
commended,cmnd,1
bludgeoned,bldgnd,1
comptroller,Cmptrolr,1
mayflower,mayflow,1
tethered,teth'd,1
radicalism,rdicalsm,1
splashes,splshs,2
educates,edctes,1
aficionados,aficndos,1
schwartz,shwtz,1
rendezvous,rendezvous,1
alleging,aleging,1
besotted,bsotd,1
tablespoon,Tbsp,1
temporality,tmprlty,1
telescopes,scope,1
virginity,VG,1
innuendo,innendo,1
sketches,SKTCH,1
afterward,aftrwrd,2
incestuous,incestrus,1
roethlisberger,roethlisbrgr,1
allegheny,allghny,1
compensating,cmpstng,1
federated,fdrtd,1
hardaway,hrdwy,1
entitlement,ENTLMNT,1
bloodbath,bldbath,1
somersault,sumersalt,1
chestnut,chstnut,1
wastebasket,wastebsk,1
trudging,trdgng,2
avalanche,avlnch,1
fascinated,fscnted,1
suspensions,spsnsns,1
integrative,intgrtv,1
devoutly,dvtly,1
congregations,congratons,1
croaking,crokng,1
wrongfully,rongfuly,1
daydreaming,daydream,1
secretive,secrtv,1
swallowed,swllwd,1
shortcomings,shrtcmings,1
photojournalist,fotojouno,1
hobbling,hblg,1
superconducting,sprcondcting,1
ethicist,ethicist,1
subtraction,subtn,1
businesswoman,executive,1
ministering,ministrng,2
moderating,modratng,1
biography,bio,2
antioxidants,antoxdnts,1
humanize,humnize,1
switchbacks,swbcks,1
distilled,dstld,1
battalion,batyalon,1
familial,fmilal,1
midwinter,mw,1
dishwasher,Dwsher,1
acceleration,acc,9
thoroughness,thness,1
constellations,constels,1
shoestring,shstrng,1
paleolithic,paleithic,1
straddles,strddls,1
wrongfully,wrong,1
unbeaten,nbten,1
crevices,crvises,1
extracurricular,extrcuricla,1
decomposed,dcomped,1
adulthood,adthood,1
grizzled,grzzld,1
crossings,Crsings,1
extending,extng.,1
reptilian,rptlin,1
gunnison,gunson,1
conferring,conf,1
operator,oprtr,1
wainwright,wnwrght,2
sportswriter,sportriter,1
settlers,stls,1
bridgeport,brdgport,1
impressions,imprssns,1
suffocating,sfctng,1
interrogating,ntrogtng,1
lieberman,libman,1
proposals,ppls,1
blacklisted,blklstd,1
lutherans,luthns,1
mitochondrial,mitochndrl,1
gobbling,gobble,1
imminent,IMMNNT,1
channing,tatum,1
smoother,smthr,1
punishing,pun,1
jeopardize,jprdize,1
ambulances,ambulances,1
consoled,cnsld,1
pedophile,pdphl,1
fragmented,frgmnted,1
conceptually,cncptlly,1
inspected,nspctd,1
reprisal,rprsl,1
shortage,shtag,1
amicably,mcbly,1
contradictory,contrdictry,1
overwork,ovwrk,1
donating,dontg,1
snobbery,Sbry,1
amusements,amusmts,1
existing,xstng,1
cummings,cmmngs,1
stratosphere,strtsph,1
inspectors,insp,1
blasphemous,Blsphmus,1
admonishing,admon'g,1
ceaseless,cesls,1
progression,prgressn,1
collectible,cllctble,1
corporations,corpts,1
immigrants,imgrnts,1
hemoglobin,Hemglbn,1
revisions,rvsns,1
escapees,escps,1
policies,polcys,1
reactors,rctrs,1
goodbyes,gdby,1
translates,TRNSLT,1
chuckling,Chcklng,1
sweatshirt,swtht,1
leisurely,lsurely,1
competent,cmpetnt,1
archrival,rchival,1
excerpted,xcrptd,1
excitable,exctble,1
reflected,mirrored,1
rational,RANL,1
compelled,cmplld,1
revocation,revoke,1
conceptually,cncptly,1
lascivious,lascvs,1
straggling,Stragg,1
transmissions,trnmssons,1
attorney,Atty,1
universe,uves,1
undeserving,undsvg,1
happenstance,HAPTANCE,1
kindergarten,kinderg,7
satisfaction,satfaction,1
telescopes,telscps,3
downwards,dowards,1
socialization,socialztion,2
appreciated,Apctd,1
mismatched,mismtchd,1
symbolically,symbolcly,1
jurisprudence,jurisurence,2
programmers,progrmrs,1
constellations,cnstlat,5
hamstrings,Hmstrgns,1
letterhead,lttrhead,1
asymmetry,asemitre,1
cataract,ctct,1
centralized,cntrlzd,1
derisive,dersv,1
renewable,rnewbl,1
handkerchief,handky,1
ascribed,scribd,1
princely,prncly,1
emigration,EMGRTN,1
undersea,undrse,1
rearview,rerview,1
banquets,bnqts,1
ecologists,eclgsts,2
decomposed,decom,1
armaments,RMMNT,1
efficacious,effccus,1
academically,acadmcly,1
wachovia,wchvia,1
anesthesia,asta,1
perilously,Perilosly,1
confrontation,CONFRNTATION,1
progressively,prgssvly,1
incremental,incrmntal,1
manufacturing,manufac,2
windward,wndwrd,1
danville,dnvl,1
stalling,stalng,1
excommunicated,xcommnicatd,1
assertive,arve,1
complaints,compl,1
lodgings,ldgings,1
whooping,whoop'g,1
heedless,heedles,1
unmarked,unmrkd,1
stratosphere,strato,5
vaccinations,vaccintons,1
analogies,anlgs,1
incorrectly,ncrrctly,1
thriller,riller,1
robberies,rbris,1
reptilian,rept,1
irrigated,when irrigated is too much you can not,1
adoption,adptn,2
rivalries,rivlries,1
highlights,highls,1
sexiness,sxns,1
insulted,insulted,1
ensnared,nsna,1
flippers,flppr,1
chambers,chmbrs,1
economist,econ,1
infamous,nfams,1
assignments,assignments,2
thoroughfares,thrufares,1
umbilical,Umblcl,1
alpharetta,APHTA,1
transmissions,trans,4
updating,updng,1
pipelines,Piplns,1
enforcing,nfrceing,1
immigrants,Imigrnts,1
concomitant,cncmtant,1
staggers,stggrs,1
measurements,mmts,2
landlocked,lndlckd,2
paradoxes,parado,1
eisenhower,eis,1
bottomless,btmlss,2
shrubbery,sbry,1
paradoxes,paradx,1
sudanese,sudan,1
prescribes,prescrbs,1
weakness,weakns,2
kinesthetic,kinsthtc,1
bloomington,blmtn,1
tearfully,trflly,2
distillation,dstlltion,1
repentance,RPTNCE,1
appearances,appearnc,1
individualism,indvdlsm,2
dichotomy,dikotome,1
leighton,lghton,1
sunflowers,snfws,1
grandsons,grndsns,1
speedily,sp'ly,1
fulltime,flltime,1
deformity,dformty,1
morphine,mrphn,1
initiated,initiatd,1
detainees,detins,1
kimberly,kimbrly,1
warriors,warirs,1
proactive,prctv,1
nonsensical,nonsnscl,1
deployed,dply'd,1
phenomenally,phenlly,1
battleground,bttlground,1
despotic,Dspotc,1
quivered,your quivered is very good,1
dreamers,drmrz,1
shortage,shrtge,2
mythical,mytcal,1
spacious,spacus,1
brainwashed,branwshed,1
caucasian,cacasn,2
circumstance,circmstnce,1
oddities,oddies,1
shipment,shpmnt,1
complicating,comp,1
northeastern,nthestn,1
mistrust,mistru,1
dealerships,dships,1
renderings,rdrgs,1
telescopes,telescopes,1
shuttered,shtrd,1
europeans,EUROS,1
aberdeen,abrdeen,1
transcript,tnscp,1
zucchini,zucchini,1
extracts,xtrct,1
particles,prtcls,2
fiddling,fdlng,1
plotting,plotng,1
pantsuit,pntst,1
requisite,reqste,1
ericsson,ercsn,1
disproportionately,Disp,1
clinking,clnkng,3
interstellar,intslr,1
silverman,Slvm,1
jeopardy,jprdy,1
unaccountably,unacontbly,1
automotive,autotive,2
devoutly,DVTLY,1
shortchanged,shrtchngd,1
transcriptions,trancecrptns,1
symmetrical,SYM,1
cheekbone,chkbn,1
florence,frnc,1
bedsheets,bed,1
residency,rsdncy,1
horseshoes,hrsshs,1
bertrand,Btrnd,1
services,srvcs,1
protective,protctv,1
meetings,mtngs,1
initially,INTLLY,1
matchbox,matox,1
possession,POSS,1
cottonwoods,cottnwds,1
igniting,gnting,1
explorations,explrtn,3
liberally,lbraly,1
somersaults,Smrslts,1
takeovers,t'kovers,1
detachment,dtachmnt,1
procedures,procdurs,1
instructional,instrnl,1
menacingly,mencngly,1
underprivileged,UNDRPRIGED,1
liberator,librtr,1
coastline,c'line,1
undisturbed,undstrbd,1
churches,chchs,2
conscientiously,cientious,1
differentiates,diffnts,1
whitecaps,Whtcps,1
democratization,dmcrtzt,6
unfeeling,unf'g,1
permeated,permeatd,1
acknowledges,ackdgs,1
pamphlet,pamt,1
assimilate,assmlat,1
sarajevo,srjvp,1
germanic,germnc,1
discreet,dscrt,1
infighting,infghtng,1
exclusively,excl,1
constellations,constel,4
manufacture,manfctr,2
middlebury,mddlbry,1
marketability,mrketbty,1
distraught,DSTRAUGHT,1
bothering,bthring,1
multiplied,mltpld,1
championed,chmpiond,1
inspector,inspctr,1
trustworthy,trwthy,2
darwinian,Darw.,1
preoccupation,poccuptn,1
undergraduate,ndrgrad,3
catapulted,catpltd,1
bestseller,bstsller,1
gottlieb,gtlb,2
rigidity,rgdty,1
ostentatious,ostnt,1
securities,securitys,1
political,pltcl,1
honorable,honble,1
confinement,confmet,1
holbrooke,holbrook,2
slightly,slitly,1
impoverished,impvrshd,1
onslaught,oslgh,1
atmosphere,Atms,1
incumbency,Ncmbncy,1
outfitter,otftr,1
backgrounds,bgds,1
biennial,bienal,1
mayflower,myflwr,1
paradoxes,p-dox,1
incinerator,incnrator,1
intrigue,intrg,1
laboratory,lab,12
sidestep,sdstep,1
prosecuted,prosctd,1
intimacy,intimcy,1
decentralization,decentrlizatn,1
preventative,prevent,1
illogical,ILL,1
synapses,snpss,1
appendages,APP,1
affidavit,affdvt,1
overseer,overseer,1
extracurricular,xcurriclr,1
arbiters,arbtrs,1
appendages,apndgs,2
festooned,festnd,1
gleaming,glming,1
refurbish,Refrbsh,1
prehistoric,prehisc,1
forcefully,frcfly,2
undertaking,undrtking,2
houghton,htn,1
unsightly,usgtly,1
cristina,xtina,1
transportation,trnsprtn,1
extracurricular,xtrcriclr,1
misusing,Msusng,1
collisions,col,1
darkness,drknes,1
friendships,frndshps,3
incredibly,incrdibly,1
nighttime,nitetym,1
bodybuilder,BB,1
littleton,richwhiteville,1
populate,poplte,1
sidestepped,sdesteppd,1
frenzied,frnz'd,1
confiscation,confscation,1
appellation,apelatn,1
necrosis,ncrsis,1
surrounds,surround,1
spoonfuls,spoonfls,1
dramatist,drmtist,1
undermining,Udmg,1
notebook,ntbk,2
opposites,oppts,1
equalizer,equlizr,1
antibacterial,ANTBCTRL,1
fabulously,fbsly,1
childhoods,chdhds,1
exploration,xplrtn,2
cheekbones,chkbnes,1
quotidian,"""Idian",1
excitedly,execitedly,1
contended,cntnded,1
solutions,sltns,1
totenberg,totbr,1
disguises,dsgs,1
advantageous,advntgs,1
jurassic,juras,1
orchestras,orchstr,1
joyously,joysly,1
nakedness,nakd,1
unfaithful,unfaith,1
stirrups,stirps,1
convulsions,convl,1
roulette,rolte,1
politico,polit,2
correctness,crrtns,1
speculating,spculting,1
inedible,ined,1
cameraman,cameramn,1
microbial,micbial,1
customized,custa,1
discreet,descrt,1
accident,accdnt,1
programmable,prgrmmbl,1
artificial,artfcl,1
weddings,wedds,1
conjuring,conjre,1
atmospheric,atmsphr,7
denomination,dnmntn,1
telescopes,telscopes,4
damaging,dmging,2
constitution,cnstution,1
experiments,exprmnt,2
commenting,Comm'g,1
acceleration,acc'n,1
conditions,cndtns,2
advancements,advmnts,1
racetrack,rctk,2
monumental,monumtl,1
studiously,studusle,1
unappreciated,unaprec8d,1
pastiche,stiche,1
legislator,leg,3
therapist,thpst,1
palatable,platabl,1
vertebrae,vtbr,1
tomlinson,tmlnsn,1
multiplex,m'plex,1
vocational,voc,5
thoroughness,thrghness,1
factional,factn'l,1
pedestrians,pdstrians,4
incompatible,incompable,1
complicates,cmplcts,1
citizenry,ctzry,1
perpetuity,prptuty,1
sparrows,sprws,1
francine,frncne,1
excellent,exclnt,2
mechanical,mechanica,1
schwartz,schwtz,1
spoonfuls,spnfls,1
terrorizing,terroriz.,1
blasphemous,blasphm's,1
recurrent,recrnt,1
chessboard,cbrd,1
unabomber,UNBMB,1
switches,Swts,1
editorials,editls,1
matchbox,mtchbx,1
eclipses,eclps,1
calloused,calsd,1
landlord,lndlrd,3
manipulates,mnpults,1
sustainability,sstnblty,1
explores,explrs,1
fractures,frktrs,1
robustness,robstnse,1
bountiful,bountfl,1
crinkled,ciked,1
reversals,rvrsals,1
earthenware,Ertnware,1
assumptions,assmptns,2
injecting,iting,1
scrawled,scr,1
facsimile,fcsml,1
colliding,collding,1
benevolent,ben,1
inexperienced,inexpd,1
requiring,reqrn,1
dynasties,dynsty,1
observatory,obsrvtry,5
spontaneity,Spntanity,1
incursion,Incsn,1
pipelines,piplns,1
rearranged,REARNG,1
spectacularly,spcry,1
monitors,mntrs,1
zuckerman,zkrman,1
frequent,fqnt,1
offscreen,offsn,1
rebounder,rebndr,1
undeniable,undnabl,1
masterful,MTF,1
revisionism,revsnsm,1
conceived,cncvd,1
scouring,scrg,1
cataracts,ctrcts,1
solicitor,slctr,1
gigantic,giantic,1
metaphorically,mtaphrcly,1
anaerobic,anerobc,1
enrollments,enrlmts,1
implicate,mplct,1
predicated,predc8td,1
mountain,MNTN,1
inciting,inctng,1
protocol,prot,1
snowball,snwbll,1
danville,danvll,1
asparagus,Asrgs,1
consoling,conso,1
breakthrough,brkthru,1
gleaming,gleamng,1
rendezvous,Rndvz,1
enacting,nacting,1
dishonorable,dsnrble,1
rearranging,rearrangng,1
extraordinary,xtrordny,1
conclusions,clusions,1
pleasures,plsres,1
preconceptions,pcon,1
distinguishable,dstngshbl,1
windshield,Wndshld,1
simulates,simul,1
unmarried,unmrrd,1
managers,mngrs,1
switchbacks,swichbcks,1
backpacks,bps,1
subsidiaries,subsid,1
contrarian,cntrarin,1
weaknesses,flaws,1
transports,trnps,1
appropriated,apprtd,1
eyelashes,eyelshs,1
restriction,rion,1
ancients,acits,1
skyrocket,skyrckt,2
abbreviations,abb,1
chuckles,chklz,1
stampede,stmped,1
janitorial,janitural,1
outsized,outszd,1
monarchs,monch,1
referent,RFT,1
priesthood,pood,1
seatpost,stpost,1
mouthing,mthng,3
multifaceted,mfaceted,5
postulates,pstlts,1
muscular,msclr,1
preferably,prfrbly,1
consulted,cons,1
democratization,democ,5
exploration,expl.,3
sweatshirt,sweatshrt,1
surrogate,srrogte,1
napoleonic,napnic,1
schaffer,Shfer,1
promiscuous,promicus,1
mouthpiece,moutpie,1
stewardship,stewship,1
confucian,cnfcn,1
cheerfully,chrflly,1
wallpaper,wpapr,1
inversely,nvrsly,2
downward,downw,1
exploration,explr,3
orwellian,orwlln,1
arousing,arosng,2
outlandish,otlndsh,1
daughters,daugs,1
spirituality,sprtlty,1
bedsheets,bedshts,2
escapees,xcpees,1
hobbyists,Hbbyst,1
tolerances,tlrncs,1
claimants,claimnts,1
enrollments,enrlts,1
improved,mprovd,1
connecting,cnnctng,1
substrate,sbstr,1
refreshment,fresh,1
neediest,ndst,1
passages,Pssngrs,1
plotting,plottng,1
televised,tvzd,1
constitute,cnsttute,1
improper,mprpr,1
confuses,cnfss,2
prevalent,prev,1
extravagantly,strvgntly,1
cristina,crstn,1
preconceptions,prcptns,1
effective,fvtce,1
apprehended,aprd,1
appointee,Apnte,1
numerous,nmrs,1
whatsoever,w/e,1
services,svcs,1
compounded,cmpded,1
sounding,soundin,1
approach,apprch,1
cummings,cumm,1
delicate,delict,1
monolithic,monolthic,1
dimensional,dimsnl,1
avocation,avctn,1
polluter,plltr,1
crevices,crevcs,1
colonization,colonztn,4
facetious,fctus,1
aficionados,afid,1
paintings,pntings,1
contextualized,contex,1
absorbing,absrbng,1
patronage,ptng,1
sailboat,sboat,1
immobile,imbl,1
dramatized,dramtzed,1
workaday,wkdy,1
swallowed,swlwd,1
pipelines,pip,1
beginnings,bgnnings,1
involves,invlvs,1
outfitted,otftd,2
restrict,rstrct,1
multifaceted,mulced,1
napoleonic,nplc,1
withheld,wthd,2
principals,prins,2
banquets,bnt,1
annandale,ndal,1
interfere,intrfr,1
rational,ratnal,1
scotland,scotland,1
appropriateness,apprpns,1
populations,popltns,1
scrunched,Scrnchd,1
gradient,grdnt,2
demonstrators,DMSTRTORS,1
thermodynamics,thdycs,1
peasants,psnts,2
realization,realsatn,1
shoveling,shvlng,1
leadership,Ldrshp,1
performance,pfmnc,1
astonishment,astnmt,1
doorframe,drfrm,2
nightmarish,ntmrsh,1
groceries,groc,1
collisions,collisi,2
clinicians,clnicns,1
attributed,atrbtd,1
censured,censrd,1
ascertain,ascrtn,1
industrial,indust,3
refineries,refnres,1
dialysis,dlys,1
hamstring,Hstring,1
refocusing,refcsng,1
appraisals,apprsls,1
upraised,UPRSED,1
university,univty,2
sunflower,sunflwr,1
formulae,fmule,1
umbilical,umbcl,1
transcript,Trnscrpt,1
transfusions,trfsns,2
compulsory,cmplsry,1
courteous,ct,1
robustness,rbstns,1
mechanically,mech,9
sandwiches,sndwchs,1
threaded,thrdd,1
geopolitical,gplticl,1
bellingham,bellghm,1
crevices,crvs,1
meteorological,meteorlgcl,1
shouldnt,SHLDN,1
theological,theolgcl,2
undergraduate,ungrd,1
meteorological,weather,1
exhibition,xhbtn,2
explorations,xplrations,2
clicking,click,1
factories,fctrs,2
shorthand,shthnd,1
camcorders,cmcrdrs,1
professions,prfsns,2
clarinet,clrnt,1
linguist,lngist,1
consulted,cnsltd,1
formation,frmtn,1
windshield,wdshld,3
sailboat,sailbot,1
bioterrorism,biotrrism,2
assignments,assgnmnts,6
educates,educts,1
instability,instblity,1
prescribes,prscrbs,1
turnabout,trnabt,1
scrapbook,scrpbk,2
intoxicating,ntxctng,1
splendid,splndd,1
monogamy,mnogmy,1
moveable,MVBLE,1
hawthorn,hwthn,1
droughts,dts,1
indebted,indbtd,2
pedestrians,walk,3
predated,predated,1
descriptors,Decr,1
returnees,rtrnees,1
reworking,rwkg,2
instrumentation,instrum,2
socioeconomic,scioecnmic,1
sandbags,sanbags,1
cascaded,cscadd,1
streetwise,Stwise,1
fulfills,fulfils,1
pacifier,pcifr,1
watertown,watrton,1
broadens,brdns.,1
windward,Wndwrd,1
happiest,hapiest,1
congresses,cngres,1
brokerage,brkrge,1
worldview,wodvi,1
cushions,cushs,1
inhaling,inhlng,1
reversals,rvsrls,1
converged,CNVRGD,1
manslaughter,slaughter,1
meditations,mdtans,1
mcnamara,mcnmra,1
craftsman,crftmn,1
contaminants,contmints,1
physique,phsque,1
projects,projects,1
developer,devlpr,1
compensating,compstng,1
commences,cmnces,1
underwritten,undrwrten,1
calloused,calus,1
greatest,gratest,1
amphitheater,ampthtr,1
spokesmen,spoksmn,1
stirrups,strrps,1
consummation,Consmmxn,1
permutations,perms.,1
undetected,undtcd,1
anointed,anntd,1
baritone,baritne,1
unsatisfactory,unsfry,1
totality,tly,1
dominating,dminatng,1
marathons,marths,1
feedstock,fedstck,1
rendered,Rndrd,1
dishonesty,dhnsty,1
conniving,cnving,1
deteriorates,deterates,1
requiring,rqrng,1
undergraduates,ndrgrads,1
initiated,int,1
premised,premisd,1
contended,contnded,1
indonesian,indonsn,1
attendant,attndnt,1
hustlers,slers,1
escaping,escpng,1
severance,svrns,1
problems,prblms,1
francine,franny,1
nontoxic,nontxc,2
teachable,tcable,1
pyramids,prmds,1
remember,rmmbr,1
councils,Cncis,1
tailoring,taili,1
dictatorship,dicship,1
intonation,intntn,1
motivation,motvtn,1
inclines,inclinz,1
expulsion,exp,1
emerging,emerge,1
metaphorical,mtapracl,1
secretarial,secrtral,1
urbanization,urbzatn,1
unappreciated,unapprctd,2
corrected,corctd,1
barriers,brrirs,1
penalize,PNZ,1
surprisingly,suprsngly,1
socialization,Socilztn,1
microorganisms,microorganisms,2
mcdonald,maccas,1
traditions,tradtns,1
attorney,ATTY,1
jeopardize,jeopze,1
compelled,cmpeld,1
manifest,mnft,1
benchmarks,bchmark,1
advantaged,advntgd,1
unleashes,Unlshs,1
projectile,prjtl,1
budapest,budpst,2
televised,tvised,1
verification,vrfctn,1
unpleasantness,unplsnes,1
heroines,Hrons,1
extracurricular,excurr,1
incidences,Incdncs,1
doubting,DBT,1
bragging,bragng,1
favorites,FV,1
reprimand,rprmn,1
rostenkowski,rstnkowsk,1
strutted,strtd,2
staunchest,stnchst,1
portrays,prtrys,2
paparazzi,pprzi,1
deteriorates,worsen,1
offstage,offstge,1
scoreboard,SCCB,1
latrines,latrins,1
devoting,dvotng,1
professorial,prfssrial,1
connelly,cnly,1
formless,Frms,1
fractures,frctures,1
academically,acadclly,1
hardware,Hw,1
oppositions,opposhz,1
realistic,realist,1
conservator,cnsrvatr,1
appreciating,appr,1
homemaker,homemkr,1
thriving,thvng,2
numerical,numrcal,1
snatching,snh,1
opposition,oppostn,5
hearings,hrings,1
otherwise,othrws,1
freelance,frlance,1
atmospheric,astmphrc,1
christensen,ch'sen,1
confusing,confsng,1
explicitly,xplct,1
obsolescence,obslnc,1
distinguishable,distngushbl,1
kimberly,kbrly,1
ripening,Rpenng,1
reassuring,Ressring,1
credentials,credntls,1
forestall,frstl,1
outmoded,outmoded,1
analyzes,Analyzs,1
competition,comptn,1
inexhaustible,inxhstbl,1
kennedys,kenndys,1
interdependent,ntrdpdnt,2
precipice,presipis,1
dialysis,dialyss,1
enforcing,enfrcing,1
unfailing,unflg,1
provided,providd,1
repetitive,RPTVE,1
tutorials,tuts.,1
astonishing,ASTNISHNG,1
outlived,otlvd,1
discipleship,discipshp,1
gobbling,gobin,1
survivors,srvrs,2
congresswoman,cngswom,1
constitution,const,10
newfangled,newfngled,1
coalition,Cltn,1
somersault,smrslt,2
bombarded,bmbar'd,1
repositioning,repstnng,1
movements,mvmnts,1
diversion,div,1
presumed,prsumd,1
vultures,vltrs,1
standing,stnding,2
marginalization,mrginzation,1
incoming,icmg,1
racially,rcy,1
congresswoman,cngrswmn,1
condemning,cndmning,1
assertive,assrtv,1
notebook,notebk,1
travelers,trvlrs,2
dictates,dicts,1
radioactive,rdioactve,1
engagements,gagemets,1
criticism,CRTCSM,1
fleischer,flschr,1
jacksons,jacksns,1
radioactive,rdiactiv,1
curatorial,crtrl,1
blackest,BKST,1
gardeners,gard,1
crackdown,crckdn,1
imprudent,imprdnt,1
assimilate,asimil8,1
suspensions,suspen,1
confines,confns,1
assuring,ASSNG,1
bleaching,blechng,1
innuendo,innundo,1
credentialing,crdentling,1
surrounded,surrd,1
university,univ.,1
excommunicated,excommed,1
handwriting,hndwg,1
listened,lstnd,1
sacrificial,sacrfl,1
preventative,pevntiv,1
pullover,Pulv,1
cognitions,cogntns,1
undergraduates,undergdts,1
splitting,splttng,1
spokespeople,spokesple,1
pervades,PERVDES,1
dialysis,dlysis,1
nonproliferation,nonprolif,1
understatement,undrstatmnt,1
stupidest,stpidest,1
seconded,scondd,1
daydream,dadrm,1
minivans,mvs,1
coherently,chrnty,1
colonization,clnoztion,1
speeches,speechs,1
attendees,atndes,1
sightseeing,sghtsing,1
voltaire,vltire,1
figuring,fig'ng,1
astrophysicists,astrphscist,1
watching,watcng,1
americana,AMRCANA,1
graduates,duates,1
zimmerman,zmm,1
projectile,prjtle,1
signatures,sgrs,1
reiterated,reitrtd,1
aberdeen,abrdn,2
correspondents,corres'pts,1
epidemiology,epdmlgy,1
embarcadero,mbrcadro,1
monetary,mn,1
hurrying,hryg,1
authority,auth,1
bioterrorism,biorism,1
measurements,measrmnts,4
rivalries,rivlrs,1
janitorial,jntl,1
approvingly,apprvngly,2
rosenthal,senthal,1
recognised,Regnisd,1
battleship,btlshp,1
incandescent,incndsnt,1
firefighters,ffghtrs,1
childcare,chldcr,2
contrarian,contrarian,1
bulletin,b-tin,1
springfield,spngfld,1
schoolchildren,schchln.,1
frenchmen,frnchmn,1
violates,vlats,1
gravestone,GTNE,1
whooping,woopng,1
transmissions,transmsns,1
dissemination,disseminate,1
ferociously,Ferocisly,1
bestselling,bstselln,1
fontaine,Fntne,1
inversion,Invrshn,1
individuals,indvduals,1
fredricka,frdrcka,1
embodied,Embdied,1
enchanting,enchnt'g,1
immobile,immobile,1
harvests,hrvsts,1
abandons,abndn,1
metaphorically,mtafrcly,1
gangrene,gangr,1
samuelson,samulsn,1
westward,wwrd,1
independent,IN,1
storefronts,strfrt,1
multiyear,Mulyr,1
bedeviled,bdvld,1
surgeries,SGR,1
unfaithful,nfathfl,1
inaccuracies,inaccs,1
mobility,mblity,1
profiling,profl'ng,1
reloading,rld,1
generalizable,gnralzble,1
enrollments,enrlmnts,7
inventor,Invntr,1
compulsory,complsry,1
oceanography,ocgpy,1
troubling,trobling,1
imbedded,imbdd,1
judicial,jdcl,1
cristina,Xtina,1
sarajevo,Srjvo,1
gwinnett,gwnt,1
mistreated,mistreatd,1
secondary,scndary,1
divisiveness,dvsvnss,1
industrialized,indtlzed,2
excitedly,Exctly,1
succeeding,scdng,1
voltaire,volt,1
multiyear,mltiyr,2
coherently,cohrntly,2
instinctual,instc,1
squatted,sqtd,2
populism,ppulsm,1
longitude,ltude,1
phonograph,phngrph,1
florence,flrnce,1
counseled,cnsled,1
decentralized,dcntrlz,5
supersonics,supsnic,1
belongings,blngings,1
dateline,Dateln,1
centralized,CENTRZD,1
involving,invlvng,1
blockades,b'ades,1
chrysler,car,1
dispersion,DISPRSN,1
portrays,port,1
relativism,relrism,1
virginity,vgnit,1
proliferate,Prolifer8,1
benighted,bkgtd,1
palatine,palatne,1
laterally,laterlly,1
manipulated,manpltd,1
theological,thelgicl,5
encircling,Ncrclng,1
purposes,prposes,1
asbestos,asbts,1
salutary,sltry,2
sixteenth,sxtnth,1
screamed,scrmd,1
nicaraguan,nicraguan,1
combustion,comb,6
typewriters,TYPEWRTS,1
gathering,gathrng,1
philanthropy,philpy,1
devotions,Dvtions,1
commended,commndd,1
ridiculing,ridculng,1
industrials,industrials,1
harshness,hrshns,2
crystals,cristls,1
suggestively,sggstvely,1
francois,frncois,1
neurology,neuro,2
speeches,talks,1
princeton,prnceton,1
symmetrical,symtrcal,1
versatile,vers.,1
computer,I want to use my computer to the maximum for general progress,1
icelandic,iceld,1
antisocial,antscal,1
breached,brachd,1
sprawling,sprwlg,1
movements,MVEMNTS,1
harassing,annoying,1
incorporates,incps,1
returned,rtrnd,1
ambulances,ems,1
suggestively,sugestvly,1
wanderer,wdr,1
imperatives,impratvs,1
burlesque,brlsq,1
coincidentally,coincdntly,1
majestically,majesticaly,1
journalists,JNST,1
proliferate,prolft,1
avoidance,avdance,1
chugging,chgg,1
cataracts,catarcts,1
constitute,constoot,1
incendiary,incndary,1
appraisals,apprs,1
benediction,bent,1
intoxicating,intxcting,1
maneuverability,mnvblty,1
flopping,flppng,2
vertebrae,vrtbrae,1
illusion,illusn,1
reaching,rching,1
helpings,hlpns,1
villages,village,1
socialization,socilzatn,2
accelerating,acclting,4
upstarts,upsrts,1
deliveries,dlvries,1
antigovernment,agvrmt,1
delineating,delining,1
timberwolves,timbrwofs,1
depicting,depit,1
subtraction,sbtcn,1
reversing,revg,1
trustworthy,tswy,1
crystals,crystls,1
compliant,comp.,1
internationally,internly,1
dehumanizing,dhmnzing,1
comprehension,comp.,1
proprietary,Proppy,1
practiced,prctsd,1
disintegrating,disintegr8ng,1
zippered,zpr'd,1
channing,Chnng,1
interstellar,instlr,2
appropriated,approprtd,1
terrorized,trrorizd,1
grafting,grftg,1
confiscation,cnsfction,1
monitors,mits,1
representations,repnstns,1
mounting,mntng,1
antiaircraft,Antiarcrft,1
maximized,maxmzd,1
virulent,vrulnt,1
rezoning,zoning,1
spokesmen,spok,1
conspired,cs,1
personas,p'snas,1
narcissism,nrcissm,1
slithering,Slthrng,1
refurbish,Refrb,1
forestall,frstll,1
fossilized,foslizd,1
twisting,twisin,1
intersections,intrsctns,1
reminding,rem,1
resonance,rsnance,1
convened,conv'd,1
direction,dir,1
roadside,path,1
fingernails,fnnls,1
chauvinism,chvnism,1
wisconsin,WSCNSN,1
clinicians,clin,1
alternates,altrn8s,1
foreigner,frigner,1
dictatorship,tyranni,1
hypnotized,hpntzd,1
